base,top_k,area,perimeter,symmetry_score,compactness,midpoint_angles_deg
7.325523012552301,4,1.2402511185459744,4.9630524823499815,0.0216698946315406,0.6327348509134426,"[37.66266293006833, 217.95660500992477, 263.47116960079717, 346.4242534740602]"
7.325523012552301,5,1.7051588735304546,5.384707472227799,0.0265783332199703,0.7390102865823975,"[37.66266293006833, 65.34810950161989, 217.95660500992477, 263.47116960079717, 346.4242534740602]"
7.325523012552301,6,2.1696332853030142,5.729646749038021,0.03463092730557533,0.8305016596182151,"[37.66266293006833, 65.34810950161989, 186.02279546913215, 217.95660500992477, 263.47116960079717, 346.4242534740602]"
7.529707112970711,3,0.8644424442456031,4.802609052190897,0.022378210601465033,0.470968082997242,"[55.11557284846066, 206.61861685927323, 261.0891288133524]"
7.529707112970711,4,1.4188791332038952,5.2056395174804155,0.02302110677346565,0.6579715031043091,"[55.11557284846066, 165.96592495007067, 206.61861685927323, 261.0891288133524]"
7.529707112970711,5,1.6830900847507155,5.366354661494297,0.02623761643931867,0.7344436530559209,"[55.11557284846066, 137.8721742752716, 165.96592495007067, 206.61861685927323, 261.0891288133524]"
7.529707112970711,6,2.438459178392337,5.907882750149298,0.05018145156072635,0.8779334947511467,"[55.11557284846066, 137.8721742752716, 165.96592495007067, 206.61861685927323, 261.0891288133524, 338.81190107600344]"
7.733891213389121,3,0.9405133219171417,4.870370081324591,0.024643570361564355,0.4982541099335372,"[133.47465021477421, 194.10684664603917, 343.93644507607473]"
7.733891213389121,4,1.6474479467703391,5.36736169792362,0.03250013541168853,0.7186208937069644,"[133.47465021477421, 194.10684664603917, 261.96269739502196, 343.93644507607473]"
7.733891213389121,5,1.7423591685457853,5.418080896684353,0.02777408912576552,0.745858732422718,"[133.47465021477421, 194.10684664603917, 229.21858943918605, 261.96269739502196, 343.93644507607473]"
7.733891213389121,6,2.3907568163580675,5.877007726517172,0.04902481611170489,0.8698267176232493,"[37.88709605543321, 133.47465021477421, 194.10684664603917, 229.21858943918605, 261.96269739502196, 343.93644507607473]"
