base,from_entity,to_entity,from_theta_deg,to_theta_deg,gap_deg,gap_fraction,from_log10_N,to_log10_N,from_frequency_hz,to_frequency_hz,from_cycles,to_cycles
pi,K_plus,Z,184.74070923326863,193.9547901931671,9.214080959898464,0.02559466933305129,15.169617903259415,0.7649959817301074,1.193705675064756e+23,2.204916030072395e+25,1477807625730168.0,5.820978319391123
pi,Delta_1232,D_plus,160.9396282367417,170.07605724807817,9.136429011336457,0.025378969475934602,0.22225309913704822,11.669317322546195,2.978962746248619e+23,4.5208177663564874e+23,1.6682191378992266,467000475264.6251
pi,rho_770,Lambda,300.1438427214863,308.29906787770693,8.155225156220627,0.022653403211723967,-0.08265966936381419,13.84879890259473,1.8745703398187536e+23,2.6977094915770273e+23,0.8266855198600702,70599057394570.8
pi,Lambda,Sigma_plus,308.29906787770693,316.4008739118647,8.101806034157754,0.022505016761549316,13.84879890259473,13.362837396118582,2.6977094915770273e+23,2.8758838648585384e+23,70599057394570.8,23058836828435.76
pi,K_long,B_plus,273.4514926166473,281.50950545226425,8.058012835616937,0.022383368987824826,15.789274872247002,12.320353652430827,1.2032180447431181e+23,1.2765556584555537e+24,6155663516905793.0,2090998168550.197
pi,J_psi,K_plus,176.95197183283557,184.74070923326863,7.788737400433074,0.021635381667869647,3.7244148040524654,15.169617903259415,7.488270883812783e+23,1.193705675064756e+23,5301.695785739452,1477807625730168.0
pi,D_plus,J_psi,170.07605724807817,176.95197183283557,6.875914584757401,0.019099762735437224,11.669317322546195,3.7244148040524654,4.5208177663564874e+23,7.488270883812783e+23,467000475264.6251,5301.695785739452
pi,Omega_minus,K_short,71.03989861378906,77.0940660425353,6.054167428746233,0.016817131746517312,13.521150664275083,13.032361426487812,4.043966107924921e+23,1.2032180447431181e+23,33200961746063.605,10773614372629.879
pi,Ds_plus,neutron,318.8121075639408,324.61221471778146,5.800107153840617,0.01611140876066838,11.377567751184174,26.300073716822478,4.759449124657848e+23,2.2718590824858967e+23,238543590127.85135,1.9956010180556114e+26
pi,phi_1020,Omega_minus,65.68349633210119,71.03989861378906,5.35640228168788,0.01487889522691078,1.582156678747984,13.521150664275083,2.4650457307251326e+23,4.043966107924921e+23,38.208208826239556,33200961746063.605
pi,eta,B0,252.3443190321435,257.3940133529243,5.049694320780773,0.014026928668835483,4.82282926003031,12.287050836244319,1.3247244221471272e+23,1.2766306161220584e+24,66501.16599178579,1936648644657.1626
